state,date,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed
KS,2020-02-25,NA,NA
MN,2020-02-25,NA,NA
MO,2020-02-25,NA,NA
MS,2020-02-25,NA,NA
MT,2020-02-25,NA,NA
NC,2020-02-25,NA,NA
NV,2020-02-25,NA,NA
OR,2020-02-25,NA,NA
TX,2020-02-25,NA,NA
AL,2020-02-24,NA,NA
HI,2020-02-24,NA,NA
IL,2020-02-24,NA,NA
IN,2020-02-24,NA,NA
KS,2020-02-24,NA,NA
MN,2020-02-24,NA,NA
MO,2020-02-24,NA,NA
MS,2020-02-24,NA,NA
MT,2020-02-24,NA,NA
NC,2020-02-24,NA,NA
NV,2020-02-24,NA,NA
OR,2020-02-24,NA,NA
TX,2020-02-24,NA,NA
AL,2020-02-23,NA,NA
HI,2020-02-23,NA,NA
IL,2020-02-23,NA,NA
IN,2020-02-23,NA,NA
KS,2020-02-23,NA,NA
MN,2020-02-23,NA,NA
MO,2020-02-23,NA,NA
MS,2020-02-23,NA,NA
MT,2020-02-23,NA,NA
NC,2020-02-23,NA,NA
NV,2020-02-23,NA,NA
TX,2020-02-23,NA,NA
AL,2020-02-22,NA,NA
HI,2020-02-22,NA,NA
IL,2020-02-22,NA,NA
IN,2020-02-22,NA,NA
KS,2020-02-22,NA,NA
MN,2020-02-22,NA,NA
MS,2020-02-22,NA,NA
MT,2020-02-22,NA,NA
NC,2020-02-22,NA,NA
NV,2020-02-22,NA,NA
TX,2020-02-22,NA,NA
AL,2020-02-21,NA,NA
HI,2020-02-21,NA,NA
IL,2020-02-21,NA,NA
IN,2020-02-21,NA,NA
KS,2020-02-21,NA,NA
MN,2020-02-21,NA,NA
MS,2020-02-21,NA,NA
MT,2020-02-21,NA,NA
NC,2020-02-21,NA,NA
NV,2020-02-21,NA,NA
TX,2020-02-21,NA,NA
WV,2020-02-21,NA,NA
AL,2020-02-20,NA,NA
HI,2020-02-20,NA,NA
IL,2020-02-20,NA,NA
IN,2020-02-20,NA,NA
KS,2020-02-20,NA,NA
MN,2020-02-20,NA,NA
MS,2020-02-20,NA,NA
MT,2020-02-20,NA,NA
NC,2020-02-20,NA,NA
NV,2020-02-20,NA,NA
TX,2020-02-20,NA,NA
WV,2020-02-20,NA,NA
AL,2020-02-19,NA,NA
HI,2020-02-19,NA,NA
IL,2020-02-19,NA,NA
IN,2020-02-19,NA,NA
KS,2020-02-19,NA,NA
MN,2020-02-19,NA,NA
MS,2020-02-19,NA,NA
MT,2020-02-19,NA,NA
NC,2020-02-19,NA,NA
NV,2020-02-19,NA,NA
TX,2020-02-19,NA,NA
WV,2020-02-19,NA,NA
AL,2020-02-18,NA,NA
HI,2020-02-18,NA,NA
IL,2020-02-18,NA,NA
IN,2020-02-18,NA,NA
KS,2020-02-18,NA,NA
MN,2020-02-18,NA,NA
MS,2020-02-18,NA,NA
MT,2020-02-18,NA,NA
NC,2020-02-18,NA,NA
NV,2020-02-18,NA,NA
TX,2020-02-18,NA,NA
WV,2020-02-18,NA,NA
AL,2020-02-17,NA,NA
HI,2020-02-17,NA,NA
IN,2020-02-17,NA,NA
KS,2020-02-17,NA,NA
MN,2020-02-17,NA,NA
MT,2020-02-17,NA,NA
NC,2020-02-17,NA,NA
NV,2020-02-17,NA,NA
TX,2020-02-17,NA,NA
WV,2020-02-17,NA,NA
AL,2020-02-16,NA,NA
HI,2020-02-16,NA,NA
IN,2020-02-16,NA,NA
KS,2020-02-16,NA,NA
MN,2020-02-16,NA,NA
MT,2020-02-16,NA,NA
NC,2020-02-16,NA,NA
NV,2020-02-16,NA,NA
TX,2020-02-16,NA,NA
AL,2020-02-15,NA,NA
HI,2020-02-15,NA,NA
IN,2020-02-15,NA,NA
KS,2020-02-15,NA,NA
MN,2020-02-15,NA,NA
MT,2020-02-15,NA,NA
NC,2020-02-15,NA,NA
NV,2020-02-15,NA,NA
HI,2020-10-13,11,0
IA,2020-10-13,83,0
ID,2020-10-13,37,2
IL,2020-10-13,192,1
IN,2020-10-13,138,7
KS,2020-10-13,67,0
KY,2020-10-13,162,1
LA,2020-10-13,146,1
MA,2020-10-13,42,0
MD,2020-10-13,56,1
ME,2020-10-13,1,0
MI,2020-10-13,120,7
MN,2020-10-13,83,0
MO,2020-10-13,189,4
MS,2020-10-13,85,1
MT,2020-10-13,74,6
NC,2020-10-13,186,5
ND,2020-10-13,24,0
NE,2020-10-13,47,1
NH,2020-10-13,5,0
NJ,2020-10-13,73,0
NM,2020-10-13,15,0
NV,2020-10-13,48,0
NY,2020-10-13,192,5
OH,2020-10-13,200,2
OK,2020-10-13,186,4
OR,2020-10-13,19,0
PA,2020-10-13,90,4
PR,2020-10-13,13,1
RI,2020-10-13,9,0
SC,2020-10-13,72,0
SD,2020-10-13,41,1
TN,2020-10-13,152,2
TX,2020-10-13,637,11
UT,2020-10-13,53,4
VA,2020-10-13,69,1
VI,2020-10-13,0,0
VT,2020-10-13,0,0
WA,2020-10-13,33,1
WI,2020-10-13,275,1
WV,2020-10-13,24,0
WY,2020-10-13,15,0
AK,2020-10-12,4,0
AL,2020-10-12,107,0
AR,2020-10-12,96,0
AZ,2020-10-12,61,0
CA,2020-10-12,289,2
CO,2020-10-12,65,6
CT,2020-10-12,24,0
DC,2020-10-12,9,0
DE,2020-10-12,9,0
FL,2020-10-12,266,6
GA,2020-10-12,246,8
HI,2020-10-12,9,0
IA,2020-10-12,71,5
ID,2020-10-12,22,0
IL,2020-10-12,149,1
IN,2020-10-12,121,3
KS,2020-10-12,88,1
KY,2020-10-12,150,0
LA,2020-10-12,126,3
MA,2020-10-12,36,0
MD,2020-10-12,41,1
ME,2020-10-12,1,0
MI,2020-10-12,75,1
MN,2020-10-12,62,1
MO,2020-10-12,182,1
MS,2020-10-12,73,0
MT,2020-10-12,54,3
NC,2020-10-12,137,5
ND,2020-10-12,16,2
NE,2020-10-12,37,0
NH,2020-10-12,2,0
NJ,2020-10-12,55,0
NM,2020-10-12,29,0
NV,2020-10-12,29,0
NY,2020-10-12,172,7
OH,2020-10-12,148,4
OK,2020-10-12,168,6
OR,2020-10-12,23,2
PA,2020-10-12,85,2
PR,2020-10-12,17,0
RI,2020-10-12,3,0
SC,2020-10-12,77,1
SD,2020-10-12,38,0
TN,2020-10-12,144,1
TX,2020-10-12,618,19
UT,2020-10-12,34,0
VA,2020-10-12,61,1
VI,2020-10-12,0,0
VT,2020-10-12,0,0
WA,2020-10-12,35,1
WI,2020-10-12,191,4
WV,2020-10-12,15,0
WY,2020-10-12,15,2
AK,2020-10-11,6,0
AL,2020-10-11,97,1
AR,2020-10-11,67,0
AZ,2020-10-11,64,1
CA,2020-10-11,320,1
CO,2020-10-11,56,1
CT,2020-10-11,15,1
DC,2020-10-11,11,1
DE,2020-10-11,6,0
FL,2020-10-11,268,7
GA,2020-10-11,266,7
HI,2020-10-11,25,0
IA,2020-10-11,58,1
ID,2020-10-11,23,0
IL,2020-10-11,154,3
IN,2020-10-11,97,5
KS,2020-10-11,58,1
KY,2020-10-11,135,1
LA,2020-10-11,74,1
MA,2020-10-11,33,0
MD,2020-10-11,52,0
ME,2020-10-11,2,0
MI,2020-10-11,81,2
MN,2020-10-11,57,1
MO,2020-10-11,173,0
MS,2020-10-11,73,1
MT,2020-10-11,53,2
NC,2020-10-11,136,4
ND,2020-10-11,19,1
NE,2020-10-11,24,0
NH,2020-10-11,2,0
NJ,2020-10-11,55,1
NM,2020-10-11,37,0
NV,2020-10-11,30,2
NY,2020-10-11,186,6
OH,2020-10-11,156,4
OK,2020-10-11,175,1
OR,2020-10-11,13,1
PA,2020-10-11,66,16
PR,2020-10-11,27,0
RI,2020-10-11,10,0
SC,2020-10-11,67,0
SD,2020-10-11,47,0
TN,2020-10-11,136,0
TX,2020-10-11,606,15
UT,2020-10-11,25,3
VA,2020-10-11,59,0
VI,2020-10-11,0,0
VT,2020-10-11,0,0
WA,2020-10-11,30,0
WI,2020-10-11,205,3
WV,2020-10-11,17,0
WY,2020-10-11,10,2
AK,2020-10-10,10,0
AL,2020-10-10,100,1
AR,2020-10-10,92,0
AZ,2020-10-10,80,1
CA,2020-10-10,330,6
CO,2020-10-10,49,0
CT,2020-10-10,23,0
DC,2020-10-10,7,3
DE,2020-10-10,9,1
FL,2020-10-10,293,4
GA,2020-10-10,282,10
HI,2020-10-10,14,0
IA,2020-10-10,63,2
ID,2020-10-10,30,0
IL,2020-10-10,167,1
IN,2020-10-10,125,4
KS,2020-10-10,83,0
KY,2020-10-10,128,0
LA,2020-10-10,71,1
MA,2020-10-10,39,1
MD,2020-10-10,61,0
ME,2020-10-10,2,0
MI,2020-10-10,81,0
MN,2020-10-10,67,2
MO,2020-10-10,141,3
MS,2020-10-10,75,4
MT,2020-10-10,52,1
NC,2020-10-10,169,7
ND,2020-10-10,38,3
NE,2020-10-10,35,0
NH,2020-10-10,3,0
NJ,2020-10-10,65,1
NM,2020-10-10,15,0
NV,2020-10-10,34,0
NY,2020-10-10,185,5
OH,2020-10-10,195,4
OK,2020-10-10,166,1
OR,2020-10-10,19,1
PA,2020-10-10,95,14
PR,2020-10-10,17,0
RI,2020-10-10,6,0
SC,2020-10-10,58,1
SD,2020-10-10,56,0
TN,2020-10-10,135,1
TX,2020-10-10,534,15
UT,2020-10-10,37,6
VA,2020-10-10,68,1
VI,2020-10-10,0,0
VT,2020-10-10,0,0
WA,2020-10-10,31,0
WI,2020-10-10,216,0
WV,2020-10-10,16,0
WY,2020-10-10,15,2
AK,2020-10-09,6,0
AL,2020-10-09,115,1
AR,2020-10-09,86,0
AZ,2020-10-09,65,1
CA,2020-10-09,333,2
CO,2020-10-09,47,4
CT,2020-10-09,13,0
DC,2020-10-09,11,0
DE,2020-10-09,12,2
FL,2020-10-09,266,12
GA,2020-10-09,261,11
HI,2020-10-09,17,0
IA,2020-10-09,64,0
ID,2020-10-09,21,0
IL,2020-10-09,176,2
IN,2020-10-09,129,2
KS,2020-10-09,75,0
KY,2020-10-09,147,0
LA,2020-10-09,76,3
MA,2020-10-09,51,1
MD,2020-10-09,56,1
ME,2020-10-09,1,0
MI,2020-10-09,74,0
MN,2020-10-09,60,2
MO,2020-10-09,185,1
MS,2020-10-09,96,4
MT,2020-10-09,59,1
NC,2020-10-09,138,4
ND,2020-10-09,31,1
NE,2020-10-09,25,1
NH,2020-10-09,5,0
NJ,2020-10-09,63,3
NM,2020-10-09,18,0
NV,2020-10-09,47,0
NY,2020-10-09,174,7
OH,2020-10-09,163,3
OK,2020-10-09,177,3
OR,2020-10-09,28,1
PA,2020-10-09,99,2
PR,2020-10-09,20,0
RI,2020-10-09,13,0
SC,2020-10-09,70,0
SD,2020-10-09,51,0
TN,2020-10-09,120,1
TX,2020-10-09,545,15
UT,2020-10-09,46,3
VA,2020-10-09,63,1
VI,2020-10-09,0,0
VT,2020-10-09,0,0
WA,2020-10-09,24,0
WI,2020-10-09,209,3
WV,2020-10-09,21,0
WY,2020-10-09,11,2
AK,2020-10-08,8,0
AL,2020-10-08,120,1
AR,2020-10-08,105,0
AZ,2020-10-08,65,1
CA,2020-10-08,345,5
CO,2020-10-08,31,1
CT,2020-10-08,21,0
DC,2020-10-08,14,1
DE,2020-10-08,10,3
FL,2020-10-08,319,9
GA,2020-10-08,288,10
HI,2020-10-08,17,0
IA,2020-10-08,79,1
ID,2020-10-08,19,1
IL,2020-10-08,171,2
IN,2020-10-08,119,8
KS,2020-10-08,71,0
KY,2020-10-08,171,0
LA,2020-10-08,83,1
MA,2020-10-08,39,1
MD,2020-10-08,64,2
ME,2020-10-08,1,0
MI,2020-10-08,94,2
MN,2020-10-08,62,1
MO,2020-10-08,176,0
MS,2020-10-08,80,3
MT,2020-10-08,41,1
NC,2020-10-08,157,3
ND,2020-10-08,26,2
NE,2020-10-08,35,1
NH,2020-10-08,2,0
NJ,2020-10-08,64,0
NM,2020-10-08,25,0
NV,2020-10-08,38,0
NY,2020-10-08,150,11
OH,2020-10-08,130,2
OK,2020-10-08,171,2
OR,2020-10-08,16,1
PA,2020-10-08,98,2
PR,2020-10-08,62,0
RI,2020-10-08,4,0
SC,2020-10-08,97,2
SD,2020-10-08,42,0
TN,2020-10-08,142,11
TX,2020-10-08,508,8
UT,2020-10-08,42,4
VA,2020-10-08,84,4
VI,2020-10-08,0,0
VT,2020-10-08,0,0
WA,2020-10-08,29,1
WI,2020-10-08,171,2
WV,2020-10-08,14,1
WY,2020-10-08,12,0
AK,2020-10-07,3,0
AL,2020-10-07,133,1
AR,2020-10-07,86,1
AZ,2020-10-07,68,2
CA,2020-10-07,332,6
CO,2020-10-07,44,3
CT,2020-10-07,17,0
DC,2020-10-07,8,1
DE,2020-10-07,14,4
FL,2020-10-07,295,12
GA,2020-10-07,280,13
HI,2020-10-07,13,0
IA,2020-10-07,64,0
ID,2020-10-07,25,0
IL,2020-10-07,168,5
IN,2020-10-07,118,3
KS,2020-10-07,83,0
KY,2020-10-07,191,0
LA,2020-10-07,76,2
MA,2020-10-07,40,0
MD,2020-10-07,66,1
ME,2020-10-07,1,0
MI,2020-10-07,82,2
MN,2020-10-07,80,2
MO,2020-10-07,167,0
MS,2020-10-07,99,4
MT,2020-10-07,56,0
NC,2020-10-07,143,4
ND,2020-10-07,35,1
NE,2020-10-07,22,0
NH,2020-10-07,2,0
NJ,2020-10-07,59,0
NM,2020-10-07,26,0
NV,2020-10-07,44,1
NY,2020-10-07,147,3
OH,2020-10-07,167,4
OK,2020-10-07,176,2
OR,2020-10-07,19,1
PA,2020-10-07,86,3
PR,2020-10-07,55,0
RI,2020-10-07,4,1
SC,2020-10-07,77,2
SD,2020-10-07,53,0
TN,2020-10-07,162,12
TX,2020-10-07,504,13
UT,2020-10-07,28,3
VA,2020-10-07,69,4
VI,2020-10-07,0,0
VT,2020-10-07,1,0
WA,2020-10-07,24,0
WI,2020-10-07,196,1
WV,2020-10-07,9,1
WY,2020-10-07,13,0
AK,2020-10-06,1,0
AL,2020-10-06,124,2
AR,2020-10-06,94,0
AZ,2020-10-06,66,0
CA,2020-10-06,339,8
CO,2020-10-06,49,7
CT,2020-10-06,20,0
DC,2020-10-06,17,0
DE,2020-10-06,13,1
FL,2020-10-06,290,23
GA,2020-10-06,316,10
HI,2020-10-06,17,0
IA,2020-10-06,97,0
ID,2020-10-06,23,0
IL,2020-10-06,173,10
IN,2020-10-06,124,3
KS,2020-10-06,81,0
KY,2020-10-06,620,1
LA,2020-10-06,119,2
MA,2020-10-06,40,0
MD,2020-10-06,66,1
ME,2020-10-06,0,0
MI,2020-10-06,103,0
MN,2020-10-06,78,2
MO,2020-10-06,146,1
MS,2020-10-06,103,5
MT,2020-10-06,43,8
NC,2020-10-06,132,5
ND,2020-10-06,29,3
NE,2020-10-06,32,0
NH,2020-10-06,2,0
NJ,2020-10-06,60,0
NM,2020-10-06,14,0
NV,2020-10-06,52,0
NY,2020-10-06,164,6
OH,2020-10-06,153,6
OK,2020-10-06,164,6
OR,2020-10-06,14,1
PA,2020-10-06,93,2
PR,2020-10-06,17,0
RI,2020-10-06,13,0
SC,2020-10-06,74,0
SD,2020-10-06,64,1
TN,2020-10-06,130,15
TX,2020-10-06,468,7
UT,2020-10-06,47,3
VA,2020-10-06,79,6
VI,2020-10-06,0,0
VT,2020-10-06,2,0
WA,2020-10-06,22,1
WI,2020-10-06,210,0
WV,2020-10-06,17,1
WY,2020-10-06,12,0
AK,2020-10-05,5,0
AL,2020-10-05,93,4
AR,2020-10-05,61,0
AZ,2020-10-05,66,0
CA,2020-10-05,315,0
CO,2020-10-05,42,1
CT,2020-10-05,15,0
DC,2020-10-05,11,0
DE,2020-10-05,9,5
FL,2020-10-05,247,9
GA,2020-10-05,213,9
HI,2020-10-05,18,0
IA,2020-10-05,59,1
ID,2020-10-05,15,0
IL,2020-10-05,118,1
IN,2020-10-05,112,3
KS,2020-10-05,55,0
KY,2020-10-05,601,0
LA,2020-10-05,118,0
MA,2020-10-05,44,0
MD,2020-10-05,41,1
ME,2020-10-05,0,0
MI,2020-10-05,85,0
MN,2020-10-05,59,2
MO,2020-10-05,157,2
MS,2020-10-05,69,3
MT,2020-10-05,40,7
NC,2020-10-05,110,5
ND,2020-10-05,27,1
NE,2020-10-05,37,1
NH,2020-10-05,0,0
NJ,2020-10-05,55,0
NM,2020-10-05,14,0
NV,2020-10-05,37,1
NY,2020-10-05,147,4
OH,2020-10-05,159,5
OK,2020-10-05,147,4
OR,2020-10-05,15,0
PA,2020-10-05,72,2
PR,2020-10-05,41,1
RI,2020-10-05,5,0
SC,2020-10-05,65,1
SD,2020-10-05,37,1
TN,2020-10-05,129,10
TX,2020-10-05,426,16
UT,2020-10-05,27,4
VA,2020-10-05,58,3
VI,2020-10-05,0,0
VT,2020-10-05,0,0
WA,2020-10-05,27,0
WI,2020-10-05,170,0
WV,2020-10-05,16,0
WY,2020-10-05,18,1
AK,2020-10-04,5,0
AL,2020-10-04,95,3
AR,2020-10-04,70,0
AZ,2020-10-04,60,1
CA,2020-10-04,288,6
CO,2020-10-04,24,2
CT,2020-10-04,23,0
DC,2020-10-04,8,0
DE,2020-10-04,5,2
FL,2020-10-04,242,16
GA,2020-10-04,210,4
HI,2020-10-04,24,0
IA,2020-10-04,56,1
ID,2020-10-04,18,2
IL,2020-10-04,132,1
IN,2020-10-04,90,2
KS,2020-10-04,42,0
KY,2020-10-04,108,2
LA,2020-10-04,55,0
MA,2020-10-04,33,0
MD,2020-10-04,45,0
ME,2020-10-04,0,0
MI,2020-10-04,71,0
MN,2020-10-04,45,2
MO,2020-10-04,107,3
MS,2020-10-04,69,3
MT,2020-10-04,41,3
NC,2020-10-04,101,2
ND,2020-10-04,18,0
NE,2020-10-04,27,0
NH,2020-10-04,3,0
NJ,2020-10-04,41,0
NM,2020-10-04,30,0
NV,2020-10-04,25,0
NY,2020-10-04,108,2
OH,2020-10-04,123,3
OK,2020-10-04,132,4
OR,2020-10-04,14,0
PA,2020-10-04,72,0
PR,2020-10-04,39,2
RI,2020-10-04,2,1
SC,2020-10-04,60,0
SD,2020-10-04,42,0
TN,2020-10-04,95,6
TX,2020-10-04,398,12
UT,2020-10-04,24,3
VA,2020-10-04,50,3
VI,2020-10-04,0,0
VT,2020-10-04,0,0
WA,2020-10-04,18,0
WI,2020-10-04,164,0
WV,2020-10-04,13,0
WY,2020-10-04,16,1
AK,2020-10-03,7,0
AL,2020-10-03,114,6
AR,2020-10-03,71,0
AZ,2020-10-03,61,2
CA,2020-10-03,326,2
CO,2020-10-03,30,1
CT,2020-10-03,14,0
DC,2020-10-03,10,2
DE,2020-10-03,11,0
FL,2020-10-03,254,14
GA,2020-10-03,236,8
HI,2020-10-03,49,0
IA,2020-10-03,64,2
ID,2020-10-03,28,2
IL,2020-10-03,144,1
IN,2020-10-03,86,3
KS,2020-10-03,56,0
KY,2020-10-03,142,1
LA,2020-10-03,60,1
MA,2020-10-03,43,0
MD,2020-10-03,49,1
ME,2020-10-03,0,0
MI,2020-10-03,88,0
MN,2020-10-03,57,2
MO,2020-10-03,134,2
MS,2020-10-03,64,3
MT,2020-10-03,37,3
NC,2020-10-03,97,5
ND,2020-10-03,25,0
NE,2020-10-03,30,0
NH,2020-10-03,7,0
NJ,2020-10-03,45,0
NM,2020-10-03,15,0
NV,2020-10-03,39,1
NY,2020-10-03,139,3
OH,2020-10-03,126,2
OK,2020-10-03,139,4
OR,2020-10-03,8,0
PA,2020-10-03,72,2
PR,2020-10-03,23,0
RI,2020-10-03,3,0
SC,2020-10-03,61,1
SD,2020-10-03,43,0
TN,2020-10-03,120,14
TX,2020-10-03,430,14
UT,2020-10-03,26,5
VA,2020-10-03,69,1
VI,2020-10-03,0,0
VT,2020-10-03,0,0
WA,2020-10-03,21,0
WI,2020-10-03,199,1
WV,2020-10-03,19,2
WY,2020-10-03,11,2
AK,2020-10-02,3,0
AL,2020-10-02,105,1
AR,2020-10-02,58,0
AZ,2020-10-02,51,0
CA,2020-10-02,315,1
CO,2020-10-02,34,1
CT,2020-10-02,17,0
DC,2020-10-02,5,1
DE,2020-10-02,9,0
FL,2020-10-02,239,6
GA,2020-10-02,269,8
HI,2020-10-02,17,0
IA,2020-10-02,59,0
ID,2020-10-02,22,0
IL,2020-10-02,128,3
IN,2020-10-02,78,3
KS,2020-10-02,34,0
KY,2020-10-02,148,1
LA,2020-10-02,77,0
MA,2020-10-02,42,0
MD,2020-10-02,45,0
ME,2020-10-02,1,0
MI,2020-10-02,74,0
MN,2020-10-02,45,3
MO,2020-10-02,132,2
MS,2020-10-02,60,4
MT,2020-10-02,37,8
NC,2020-10-02,124,5
ND,2020-10-02,27,0
NE,2020-10-02,24,0
NH,2020-10-02,0,0
NJ,2020-10-02,40,0
NM,2020-10-02,10,0
NV,2020-10-02,36,0
NY,2020-10-02,117,3
OH,2020-10-02,98,3
OK,2020-10-02,135,1
OR,2020-10-02,10,0
PA,2020-10-02,60,0
PR,2020-10-02,27,1
RI,2020-10-02,10,1
SC,2020-10-02,54,1
SD,2020-10-02,49,0
TN,2020-10-02,125,7
TX,2020-10-02,432,12
UT,2020-10-02,28,7
VA,2020-10-02,64,5
VI,2020-10-02,0,0
VT,2020-10-02,0,0
WA,2020-10-02,22,2
WI,2020-10-02,194,2
WV,2020-10-02,19,0
WY,2020-10-02,4,1
AK,2020-10-01,4,0
AL,2020-10-01,119,2
AR,2020-10-01,72,3
AZ,2020-10-01,51,2
CA,2020-10-01,333,4
CO,2020-10-01,42,2
CT,2020-10-01,19,0
DC,2020-10-01,14,2
DE,2020-10-01,10,0
FL,2020-10-01,258,8
GA,2020-10-01,296,13
HI,2020-10-01,7,0
IA,2020-10-01,68,0
ID,2020-10-01,16,0
IL,2020-10-01,136,1
IN,2020-10-01,92,0
KS,2020-10-01,54,0
KY,2020-10-01,145,2
LA,2020-10-01,73,0
MA,2020-10-01,37,3
MD,2020-10-01,59,0
ME,2020-10-01,2,0
MI,2020-10-01,84,5
MN,2020-10-01,48,2
MO,2020-10-01,132,2
MS,2020-10-01,57,0
MT,2020-10-01,31,3
NC,2020-10-01,96,4
ND,2020-10-01,29,0
NE,2020-10-01,21,0
NH,2020-10-01,4,0
NJ,2020-10-01,40,0
NM,2020-10-01,23,0
NV,2020-10-01,38,0
NY,2020-10-01,179,6
OH,2020-10-01,111,2
OK,2020-10-01,129,1
OR,2020-10-01,19,0
PA,2020-10-01,76,1
PR,2020-10-01,23,1
RI,2020-10-01,6,0
SC,2020-10-01,60,0
SD,2020-10-01,40,0
TN,2020-10-01,129,18
TX,2020-10-01,405,12
UT,2020-10-01,26,3
VA,2020-10-01,66,1
VI,2020-10-01,0,0
VT,2020-10-01,0,0
WA,2020-10-01,24,1
WI,2020-10-01,141,1
WV,2020-10-01,10,0
WY,2020-10-01,15,0
AK,2020-09-30,5,0
AL,2020-09-30,100,1
AR,2020-09-30,72,1
AZ,2020-09-30,51,1
CA,2020-09-30,359,6
CO,2020-09-30,25,0
CT,2020-09-30,19,0
DC,2020-09-30,7,3
DE,2020-09-30,12,0
FL,2020-09-30,248,8
GA,2020-09-30,323,7
HI,2020-09-30,28,0
IA,2020-09-30,58,0
ID,2020-09-30,18,0
IL,2020-09-30,118,3
IN,2020-09-30,75,0
KS,2020-09-30,55,0
KY,2020-09-30,152,0
LA,2020-09-30,66,0
MA,2020-09-30,31,1
MD,2020-09-30,57,0
ME,2020-09-30,3,0
MI,2020-09-30,72,0
MN,2020-09-30,65,2
MO,2020-09-30,135,1
MS,2020-09-30,51,0
MT,2020-09-30,48,16
NC,2020-09-30,92,4
ND,2020-09-30,34,0
NE,2020-09-30,30,0
NH,2020-09-30,0,0
NJ,2020-09-30,49,0
NM,2020-09-30,19,0
NV,2020-09-30,29,11
NY,2020-09-30,135,2
OH,2020-09-30,122,5
OK,2020-09-30,131,2
OR,2020-09-30,19,0
PA,2020-09-30,84,0
PR,2020-09-30,26,1
RI,2020-09-30,5,0
SC,2020-09-30,57,0
SD,2020-09-30,38,0
TN,2020-09-30,139,17
TX,2020-09-30,351,9
UT,2020-09-30,31,3
VA,2020-09-30,66,3
VI,2020-09-30,0,0
VT,2020-09-30,1,0
WA,2020-09-30,17,0
WI,2020-09-30,140,2
WV,2020-09-30,22,0
WY,2020-09-30,16,0
AK,2020-09-29,3,0
AL,2020-09-29,113,0
AR,2020-09-29,80,1
AZ,2020-09-29,49,1
CA,2020-09-29,356,6
CO,2020-09-29,32,0
CT,2020-09-29,19,1
DC,2020-09-29,13,0
DE,2020-09-29,10,0
FL,2020-09-29,292,12
GA,2020-09-29,357,5
HI,2020-09-29,10,0
IA,2020-09-29,63,0
ID,2020-09-29,26,0
IL,2020-09-29,108,1
IN,2020-09-29,98,0
KS,2020-09-29,44,0
KY,2020-09-29,167,0
LA,2020-09-29,59,1
MA,2020-09-29,35,1
MD,2020-09-29,51,1
ME,2020-09-29,1,0
MI,2020-09-29,83,0
MN,2020-09-29,55,1
MO,2020-09-29,157,1
MS,2020-09-29,58,1
MT,2020-09-29,40,5
NC,2020-09-29,105,7
ND,2020-09-29,35,0
NE,2020-09-29,30,0
NH,2020-09-29,2,0
NJ,2020-09-29,27,1
NM,2020-09-29,19,0
NV,2020-09-29,30,1
NY,2020-09-29,137,6
OH,2020-09-29,102,3
OK,2020-09-29,135,2
OR,2020-09-29,14,0
PA,2020-09-29,86,0
PR,2020-09-29,23,0
RI,2020-09-29,3,0
SC,2020-09-29,51,0
SD,2020-09-29,60,0
TN,2020-09-29,111,11
TX,2020-09-29,401,6
UT,2020-09-29,26,3
VA,2020-09-29,60,3
VI,2020-09-29,0,0
VT,2020-09-29,0,0
WA,2020-09-29,19,0
WI,2020-09-29,130,1
WV,2020-09-29,20,0
WY,2020-09-29,11,0
AK,2020-09-28,4,0
AL,2020-09-28,88,1
AR,2020-09-28,56,0
AZ,2020-09-28,36,0
CA,2020-09-28,289,2
CO,2020-09-28,26,2
CT,2020-09-28,14,0
DC,2020-09-28,6,0
DE,2020-09-28,12,1
FL,2020-09-28,226,8
GA,2020-09-28,306,4
HI,2020-09-28,66,0
IA,2020-09-28,63,1
ID,2020-09-28,17,1
IL,2020-09-28,114,1
IN,2020-09-28,125,0
KS,2020-09-28,36,0
KY,2020-09-28,120,0
LA,2020-09-28,65,1
MA,2020-09-28,31,1
MD,2020-09-28,44,1
ME,2020-09-28,0,0
MI,2020-09-28,57,0
MN,2020-09-28,52,0
MO,2020-09-28,137,1
MS,2020-09-28,60,2
MT,2020-09-28,30,4
NC,2020-09-28,83,3
ND,2020-09-28,18,2
NE,2020-09-28,21,1
NH,2020-09-28,3,0
NJ,2020-09-28,30,0
NM,2020-09-28,11,0
NV,2020-09-28,29,1
NY,2020-09-28,254,10
OH,2020-09-28,93,5
OK,2020-09-28,116,1
OR,2020-09-28,14,0
PA,2020-09-28,61,0
PR,2020-09-28,20,1
RI,2020-09-28,3,0
SC,2020-09-28,52,1
SD,2020-09-28,31,1
TN,2020-09-28,117,30
TX,2020-09-28,364,9
UT,2020-09-28,34,3
VA,2020-09-28,39,3
VI,2020-09-28,0,0
VT,2020-09-28,0,0
WA,2020-09-28,20,0
WI,2020-09-28,136,1
WV,2020-09-28,14,0
WY,2020-09-28,10,0
AK,2020-09-27,7,0
AL,2020-09-27,103,3
AR,2020-09-27,44,1
AZ,2020-09-27,47,0
CA,2020-09-27,282,7
CO,2020-09-27,14,0
CT,2020-09-27,10,0
DC,2020-09-27,5,0
DE,2020-09-27,7,1
FL,2020-09-27,233,13
GA,2020-09-27,132,3
HI,2020-09-27,69,0
IA,2020-09-27,51,0
ID,2020-09-27,22,0
IL,2020-09-27,99,2
IN,2020-09-27,131,1
KS,2020-09-27,46,0
KY,2020-09-27,106,0
LA,2020-09-27,62,0
MA,2020-09-27,40,0
